rq,setting,task,budget,repeat,tabpfn_auroc,baseline_auroc,delta,n_geographic_units_used,valid_pair
RQ2,Multi-country natural,3c,30,9,0.8375057755938645,0.8097008731291084,0.027804902464756087,1,True
RQ2,Multi-country natural,3c,40,0,0.8287579388677339,0.801341879058855,0.027416059808878845,1,True
RQ2,Multi-country natural,3c,40,1,0.8302284941651451,0.8016446299221277,0.0285838642430174,1,True
RQ2,Multi-country natural,3c,40,2,0.8112673741739161,0.7889594936579737,0.022307880515942458,1,True
RQ2,Multi-country natural,3c,40,3,0.7823929151404476,0.7960957226471298,-0.01370280750668218,1,True
RQ2,Multi-country natural,3c,40,4,0.8196382848567886,0.7986511333711022,0.020987151485686417,1,True
RQ2,Multi-country natural,3c,40,5,0.8000439926434791,0.7638782782927129,0.03616571435076621,1,True
RQ2,Multi-country natural,3c,40,6,0.7825327004390662,0.7710220941569556,0.011510606282110647,1,True
RQ2,Multi-country natural,3c,40,7,0.835010236107084,0.7999639982590546,0.035046237848029405,1,True
RQ2,Multi-country natural,3c,40,8,0.8237155926723986,0.7914495858720487,0.032266006800349856,1,True
RQ2,Multi-country natural,3c,40,9,0.8434092586493588,0.8200807821117978,0.023328476537560983,1,True
RQ2,Multi-country natural,3c,50,0,0.8410489834828404,0.8134819457852971,0.027567037697543317,1,True
RQ2,Multi-country natural,3c,50,1,0.8373644809054231,0.8058515804934353,0.03151290041198784,1,True
RQ2,Multi-country natural,3c,50,2,0.8208058811428081,0.7953302578419669,0.025475623300841188,1,True
RQ2,Multi-country natural,3c,50,3,0.8083560509847184,0.7983413405944577,0.010014710390260695,1,True
RQ2,Multi-country natural,3c,50,4,0.8204268451823604,0.804142462527965,0.01628438265439547,1,True
RQ2,Multi-country natural,3c,50,5,0.808824221990338,0.7715395791796323,0.03728464281070565,1,True
RQ2,Multi-country natural,3c,50,6,0.752927613253894,0.7771333290300481,-0.024205715776154046,1,True
RQ2,Multi-country natural,3c,50,7,0.843375522361828,0.8090185434122108,0.0343569789496172,1,True
RQ2,Multi-country natural,3c,50,8,0.8328347659287346,0.8021710805758464,0.030663685352888215,1,True
RQ2,Multi-country natural,3c,50,9,0.851139014585526,0.8241376981863225,0.027001316399203446,1,True
RQ2,Multi-country balanced,2c,10,0,0.5700427827380952,0.6430059523809524,-0.0729631696428572,1,True
RQ2,Multi-country balanced,2c,10,1,0.7203664324872368,0.6958381559940064,0.024528276493230305,1,True
RQ2,Multi-country balanced,2c,10,2,0.6523892350625025,0.6679746932222179,-0.01558545815971546,1,True
RQ2,Multi-country balanced,2c,10,3,0.5765517701180078,0.6108940596039736,-0.03434228948596574,1,True
RQ2,Multi-country balanced,2c,10,4,0.6207492996500743,0.6442695923514808,-0.023520292701406542,1,True
RQ2,Multi-country balanced,2c,10,5,0.6489634288376427,0.6330820937739178,0.01588133506372491,1,True
RQ2,Multi-country balanced,2c,10,6,0.600626313489669,0.6471247147603293,-0.046498401270660294,1,True
RQ2,Multi-country balanced,2c,10,7,0.6025248755198634,0.5687983462803613,0.033726529239502145,1,True
RQ2,Multi-country balanced,2c,10,8,0.608251633986928,0.6231129376554213,-0.014861303668493253,1,True
RQ2,Multi-country balanced,2c,10,9,0.634324426044411,0.6356632076993387,-0.0013387816549277343,1,True
RQ2,Multi-country balanced,2c,20,0,0.6423409598214285,0.6946893601190476,-0.05234840029761911,1,True
RQ2,Multi-country balanced,2c,20,1,0.7496612922038887,0.7623460113231586,-0.012684719119269938,1,True
RQ2,Multi-country balanced,2c,20,2,0.7531843724913032,0.744076608433044,0.009107764058259193,1,True
RQ2,Multi-country balanced,2c,20,3,0.7161144076271753,0.6471331422094806,0.06898126541769467,1,True
RQ2,Multi-country balanced,2c,20,4,0.6565967479836902,0.6537878712353077,0.002808876748382483,1,True
RQ2,Multi-country balanced,2c,20,5,0.7069565072709727,0.6350246248044991,0.07193188246647364,1,True
RQ2,Multi-country balanced,2c,20,6,0.6567656422314238,0.6265770545926188,0.030188587638804942,1,True
RQ2,Multi-country balanced,2c,20,7,0.649712485747332,0.6509593378559067,-0.0012468521085746698,1,True
RQ2,Multi-country balanced,2c,20,8,0.6479473383068154,0.6773095882573007,-0.02936224995048531,1,True
RQ2,Multi-country balanced,2c,20,9,0.6719124684122803,0.7085595999784935,-0.03664713156621324,1,True
RQ2,Multi-country balanced,2c,30,0,0.6190104166666667,0.6505161830357143,-0.03150576636904767,1,True
RQ2,Multi-country balanced,2c,30,1,0.7954810547943976,0.768911559132549,0.02656949566184852,1,True
RQ2,Multi-country balanced,2c,30,2,0.754004357964754,0.725044917619175,0.028959440345578957,1,True
RQ2,Multi-country balanced,2c,30,3,0.6927095139675978,0.6402260150676712,0.05248349889992665,1,True
RQ2,Multi-country balanced,2c,30,4,0.7440956264268694,0.7644630982882551,-0.020367471861385655,1,True
RQ2,Multi-country balanced,2c,30,5,0.7378789391368008,0.6595038434661077,0.07837509567069312,1,True
RQ2,Multi-country balanced,2c,30,6,0.698721016528295,0.6772439432086947,0.02147707331960025,1,True
RQ2,Multi-country balanced,2c,30,7,0.6736713232218003,0.666471162443502,0.007200160778298326,1,True
RQ2,Multi-country balanced,2c,30,8,0.6692565634559099,0.6794483506084814,-0.010191787152571519,1,True
RQ2,Multi-country balanced,2c,30,9,0.6446636915963223,0.6307113285660519,0.013952363030270365,1,True
RQ2,Multi-country balanced,2c,40,0,0.6747488839285715,0.6657505580357143,0.008998325892857206,1,True
RQ2,Multi-country balanced,2c,40,1,0.8085358850816039,0.7858447058401299,0.022691179241474013,1,True
RQ2,Multi-country balanced,2c,40,2,0.7512500477847012,0.7501930501930502,0.00105699759165101,1,True
RQ2,Multi-country balanced,2c,40,3,0.759650643376225,0.661544102940196,0.09810654043602896,1,True
RQ2,Multi-country balanced,2c,40,4,0.7493868822714267,0.7318233024614433,0.017563579809983354,1,True
RQ2,Multi-country balanced,2c,40,5,0.7361069515157566,0.6641792286446375,0.07192772287111904,1,True
RQ2,Multi-country balanced,2c,40,6,0.7328700139411973,0.7045333166871276,0.02833669725406973,1,True
RQ2,Multi-country balanced,2c,40,7,0.6572448669887702,0.6429798945097492,0.014264972479020921,1,True
RQ2,Multi-country balanced,2c,40,8,0.7027134085957616,0.6950482493783148,0.007665159217446815,1,True
RQ2,Multi-country balanced,2c,40,9,0.658804236786924,0.6916447120812946,-0.03284047529437062,1,True
RQ2,Multi-country balanced,2c,50,0,0.686123511904762,0.6923130580357143,-0.00618954613095235,1,True
RQ2,Multi-country balanced,2c,50,1,0.8183068199151211,0.8171448951576,0.0011619247575210823,1,True
RQ2,Multi-country balanced,2c,50,2,0.7906456668832905,0.7577353874383577,0.032910279444932855,1,True
RQ2,Multi-country balanced,2c,50,3,0.744496299753317,0.6373058203880259,0.10719047936529114,1,True
RQ2,Multi-country balanced,2c,50,4,0.7829513393880787,0.7415085686941091,0.04144277069396962,1,True
RQ2,Multi-country balanced,2c,50,5,0.7298800372699744,0.6621160693487738,0.06776396792120065,1,True
RQ2,Multi-country balanced,2c,50,6,0.7757062499566504,0.792421814852577,-0.016715564895926627,1,True
RQ2,Multi-country balanced,2c,50,7,0.6813575102332106,0.6633970977876578,0.017960412445552798,1,True
RQ2,Multi-country balanced,2c,50,8,0.7102699104333092,0.6764884685636319,0.03378144186967735,1,True
RQ2,Multi-country balanced,2c,50,9,0.6855207269208021,0.704166890693048,-0.018646163772245927,1,True
RQ2,Multi-country balanced,3c,10,0,0.6407887653943755,0.627026324383532,0.013762441010843451,1,True
RQ2,Multi-country balanced,3c,10,1,0.7520949962070103,0.7351560606410406,0.016938935565969704,1,True
RQ2,Multi-country balanced,3c,10,2,0.5801759161369678,0.6029407769218352,-0.02276486078486739,1,True
RQ2,Multi-country balanced,3c,10,3,0.7104621814437307,0.7094740221810115,0.0009881592627192237,1,True
RQ2,Multi-country balanced,3c,10,4,0.694010480642875,0.6929677885099267,0.0010426921329482752,1,True
RQ2,Multi-country balanced,3c,10,5,0.7470290099858529,0.7132344768197308,0.03379453316612202,1,True
RQ2,Multi-country balanced,3c,10,6,0.6057864657736896,0.6346788655969997,-0.028892399823310155,1,True
RQ2,Multi-country balanced,3c,10,7,0.8523407745832837,0.830168313083853,0.02217246149943075,1,True
RQ2,Multi-country balanced,3c,10,8,0.7688880803764917,0.757522018972484,0.011366061404007755,1,True
RQ2,Multi-country balanced,3c,10,9,0.694155468003204,0.6688062761796975,0.02534919182350659,1,True
RQ2,Multi-country balanced,3c,20,0,0.6838369030919158,0.671115518844937,0.012721384246978773,1,True
RQ2,Multi-country balanced,3c,20,1,0.7864945087953222,0.7801746318394539,0.006319876955868331,1,True
RQ2,Multi-country balanced,3c,20,2,0.6343217034295315,0.6427763924497557,-0.008454689020224171,1,True
RQ2,Multi-country balanced,3c,20,3,0.7775527514644546,0.7537180485746982,0.02383470288975642,1,True
RQ2,Multi-country balanced,3c,20,4,0.7546771936923405,0.7559797994079993,-0.0013026057156587667,1,True
RQ2,Multi-country balanced,3c,20,5,0.7857618439470758,0.7559992985458325,0.029762545401243345,1,True
RQ2,Multi-country balanced,3c,20,6,0.6814932343199058,0.6549076007113867,0.026585633608519177,1,True
RQ2,Multi-country balanced,3c,20,7,0.8731783027158034,0.8440087593658675,0.029169543349935934,1,True
RQ2,Multi-country balanced,3c,20,8,0.8126165347245108,0.7971446220082012,0.015471912716309544,1,True
RQ2,Multi-country balanced,3c,20,9,0.7447669891685699,0.7071126775683424,0.037654311600227475,1,True
RQ2,Multi-country balanced,3c,30,0,0.698064955953082,0.6708926922920638,0.027172263661018214,1,True
RQ2,Multi-country balanced,3c,30,1,0.7966197184788376,0.7976924112481534,-0.001072692769315764,1,True
RQ2,Multi-country balanced,3c,30,2,0.7167393385386891,0.6933579272907017,0.023381411247987427,1,True
RQ2,Multi-country balanced,3c,30,3,0.8180333761860267,0.7799257208921212,0.038107655293905474,1,True
RQ2,Multi-country balanced,3c,30,4,0.7794001430152976,0.770937011781324,0.008463131233973575,1,True
RQ2,Multi-country balanced,3c,30,5,0.817220726066333,0.7785323467204496,0.03868837934588343,1,True
RQ2,Multi-country balanced,3c,30,6,0.7023908616762701,0.6954472782546564,0.006943583421613719,1,True
RQ2,Multi-country balanced,3c,30,7,0.9080549457143158,0.8867031801078437,0.021351765606472117,1,True
RQ2,Multi-country balanced,3c,30,8,0.8337140537829887,0.8065492046741957,0.02716484910879302,1,True
RQ2,Multi-country balanced,3c,30,9,0.7581899231238656,0.7130312067201069,0.04515871640375868,1,True
RQ2,Multi-country balanced,3c,40,0,0.717439101750491,0.665833948861923,0.05160515288856793,1,True
RQ2,Multi-country balanced,3c,40,1,0.8072621696199369,0.8137279052045159,-0.006465735584578969,1,True
RQ2,Multi-country balanced,3c,40,2,0.7061780830544037,0.6985435211880208,0.007634561866382894,1,True
RQ2,Multi-country balanced,3c,40,3,0.8262908573197087,0.7981189673370187,0.028171889982690046,1,True
RQ2,Multi-country balanced,3c,40,4,0.7950226080483115,0.7821229251464351,0.012899682901876375,1,True
RQ2,Multi-country balanced,3c,40,5,0.8201448711933721,0.7845924304940883,0.03555244069928376,1,True
RQ2,Multi-country balanced,3c,40,6,0.7219602125931991,0.715362837802943,0.0065973747902561275,1,True
RQ2,Multi-country balanced,3c,40,7,0.9126382932982052,0.8983197231018188,0.014318570196386382,1,True
RQ2,Multi-country balanced,3c,40,8,0.8428493117663565,0.8185471089483277,0.02430220281802875,1,True
RQ2,Multi-country balanced,3c,40,9,0.779599965847625,0.7223637487729588,0.057236217074666196,1,True
RQ2,Multi-country balanced,3c,50,0,0.7138829121457438,0.6824823926584248,0.031400519487319034,1,True
RQ2,Multi-country balanced,3c,50,1,0.8254682465257533,0.817897670560482,0.007570575965271331,1,True
RQ2,Multi-country balanced,3c,50,2,0.7219837219688037,0.7144452637974505,0.007538458171353124,1,True
RQ2,Multi-country balanced,3c,50,3,0.8322793620161059,0.8016430596056816,0.030636302410424254,1,True
RQ2,Multi-country balanced,3c,50,4,0.811653127321498,0.7994034580855635,0.012249669235934513,1,True
RQ2,Multi-country balanced,3c,50,5,0.835654383868249,0.7981049331142467,0.03754945075400229,1,True
RQ2,Multi-country balanced,3c,50,6,0.7367169232610822,0.7239683150558709,0.012748608205211287,1,True
RQ2,Multi-country balanced,3c,50,7,0.9196243499448375,0.898687114064276,0.02093723588056151,1,True
RQ2,Multi-country balanced,3c,50,8,0.8481538719217889,0.8238398022043342,0.024314069717454756,1,True
RQ2,Multi-country balanced,3c,50,9,0.8019893099173797,0.7339086496386042,0.06808066027877546,1,True
